"","weekofyr","Schizophrenia_tot","Depress_tot","bipolar_tot","othermood_tot","anxiety_tot","OCD_tot","trauma_tot","impulse_tot","personality_tot","eating_tot","somatic_tot","suicidal_tot","misc_tot","neuro_tot","etoh_tot","opioid_tot","weed_tot","sedative_tot","stimulant_tot","halluc_tot","tobacco_tot","othersub_tot","disord_rem_tot","mh_all_tot","substance_tot","mh_minus_sub_tot","indig_mh_all_tot","black_mh_all_tot","asian_mh_all_tot","white_mh_all_tot","latin_mh_all_tot","indig_substance_tot","asian_substance_tot","black_substance_tot","white_substance_tot","latin_substance_tot","indig_mh_minus_sub_tot","asian_mh_minus_sub_tot","black_mh_minus_sub_tot","white_mh_minus_sub_tot","latin_mh_minus_sub_tot","total_pop","na_pop","white_pop","black_pop","asian_pop","hisp_pop","Schizophrenia_incid_c","Depress_incid_c","bipolar_incid_c","othermood_incid_c","anxiety_incid_c","OCD_incid_c","trauma_incid_c","impulse_incid_c","personality_incid_c","eating_incid_c","somatic_incid_c","suicidal_incid_c","misc_incid_c","neuro_incid_c","etoh_incid_c","opioid_incid_c","weed_incid_c","sedative_incid_c","stimulant_incid_c","halluc_incid_c","tobacco_incid_c","othersub_incid_c","disord_rem_incid_c","mh_all_incid_c","substance_incid_c","indig_mh_all_incid_c","asian_mh_all_incid_c","black_mh_all_incid_c","white_mh_all_incid_c","latin_mh_all_incid_c","indig_substance_incid_c","asian_substance_incid_c","black_substance_incid_c","white_substance_incid_c","latin_substance_incid_c","indig_mh_minus_sub_incid_c","asian_mh_minus_sub_incid_c","black_mh_minus_sub_incid_c","white_mh_minus_sub_incid_c","latin_mh_minus_sub_incid_c","year"
"98",45,198,639,152,62,612,13,208,25,119,15,11,229,22,108,494,132,148,21,125,6,8,110,62,1867,1044,823,15,120,24,465,32,13,7,88,238,13,2,17,32,227,19,1080992,8816,758325,155631,77786,84183,0.183165092803647,0.591123708593588,0.140611586394719,0.0573547260294248,0.566146650484,0.0120259909416536,0.192415855066457,0.0231269056570261,0.110084070927444,0.0138761433942157,0.0101758384890915,0.211842455818359,0.020351676978183,0.0999082324383529,0.456987655782837,0.122110061869098,0.136911281489595,0.019426600751902,0.115634528285131,0.00555045735768627,0.00740060981024836,0.101758384890915,0.0573547260294248,1.72711731446671,0.965779580237412,1.70145190562613,0.308538811611344,0.771054609942749,0.61319355157749,0.380124253115237,1.47459165154265,0.0899904867199753,0.565440047291349,0.313849602742887,0.154425477828065,0.226860254083485,0.218548324891369,0.2056145626514,0.299343948834603,0.225698775287172,2017
"99",46,198,615,144,46,606,10,190,25,95,9,11,203,19,120,458,116,126,17,117,2,11,114,73,1890,961,929,16,115,15,478,41,16,3,83,210,16,0,12,32,268,25,1080992,8816,758325,155631,77786,84183,0.183165092803647,0.568921879162843,0.133210976584471,0.0425535064089281,0.560596193126314,0.00925076226281045,0.175764482993399,0.0231269056570261,0.0878822414966993,0.00832568603652941,0.0101758384890915,0.187790473935052,0.0175764482993399,0.111009147153725,0.423684911636719,0.107308842248601,0.116559604511412,0.0157262958467778,0.108233918474882,0.00185015245256209,0.0101758384890915,0.105458689796039,0.0675305645185163,1.74839406767118,0.888998253456085,1.81488203266788,0.19283675725709,0.738927334528468,0.630336597105463,0.487034199303897,1.81488203266788,0.038567351451418,0.533312771877068,0.276926120067253,0.190062126557619,0,0.154269405805672,0.2056145626514,0.353410477038209,0.296972072746279,2017
"100",47,190,536,109,41,511,14,148,21,95,11,11,147,16,108,442,122,124,22,126,3,6,100,62,1683,945,738,16,108,8,420,31,18,1,71,216,20,-2,7,37,204,11,1080992,8816,758325,155631,77786,84183,0.175764482993399,0.49584085728664,0.100833308664634,0.0379281252775229,0.472713951629614,0.0129510671679346,0.136911281489595,0.019426600751902,0.0878822414966993,0.0101758384890915,0.0101758384890915,0.135986205263314,0.0148012196204967,0.0999082324383529,0.408883692016222,0.112859299606288,0.11470945205885,0.020351676978183,0.116559604511412,0.00277522867884314,0.00555045735768627,0.0925076226281046,0.0573547260294248,1.556903288831,0.874197033835588,1.81488203266788,0.102846270537115,0.693949148948474,0.553852240134507,0.368245370205386,2.04174228675136,0.0128557838171393,0.456207310882793,0.284838294926318,0.237577658197023,-0.226860254083485,0.0899904867199753,0.237741838065681,0.269013945208189,0.130667712008363,2017
"101",48,197,633,109,60,610,19,190,26,79,13,5,191,31,129,534,128,126,15,114,4,5,90,67,1897,1017,880,23,134,6,475,41,24,3,95,235,24,-1,3,39,240,17,1080992,8816,758325,155631,77786,84183,0.182240016577366,0.585573251235902,0.100833308664634,0.0555045735768627,0.564296498031438,0.0175764482993399,0.175764482993399,0.0240519818833072,0.0730810218762026,0.0120259909416536,0.00462538113140523,0.17668955921968,0.0286773630147124,0.119334833190255,0.493990704834078,0.118409756963974,0.116559604511412,0.0138761433942157,0.105458689796039,0.00370030490512418,0.00462538113140523,0.0832568603652941,0.0619801071608301,1.75486960125514,0.940802522127823,2.60889292196007,0.077134702902836,0.861010981102737,0.626380509675931,0.487034199303897,2.72232304900181,0.038567351451418,0.610418232871343,0.309893515313355,0.285093189836428,-0.113430127041742,0.038567351451418,0.250592748231393,0.316486994362575,0.20194100946747,2017
"102",49,223,634,158,44,612,20,185,29,91,13,6,219,22,131,502,138,154,26,139,0,2,106,78,1890,1068,822,13,134,14,495,43,17,6,106,228,14,-4,8,28,267,29,1080992,8816,758325,155631,77786,84183,0.206291998460673,0.586498327462183,0.146162043752405,0.040703353956366,0.566146650484,0.0185015245256209,0.171139101861993,0.0268272105621503,0.0841819365915751,0.0120259909416536,0.00555045735768627,0.202591693555549,0.020351676978183,0.121184985642817,0.464388265593085,0.127660519226784,0.142461738847281,0.0240519818833072,0.128585595453065,0,0.00185015245256209,0.0980580799857908,0.0721559456499216,1.74839406767118,0.987981409668157,1.47459165154265,0.179980973439951,0.861010981102737,0.652754425872812,0.5107919651236,1.92831215970962,0.077134702902836,0.681098238782762,0.300662644644447,0.166304360737916,-0.453720508166969,0.102846270537115,0.179912742319975,0.352091781228365,0.344487604385684,2017
"103",50,213,648,164,48,604,14,195,36,101,17,9,221,20,139,474,119,132,13,120,4,2,99,58,1918,963,955,16,110,10,512,40,21,7,75,184,17,-5,3,35,328,23,1080992,8816,758325,155631,77786,84183,0.197041236197863,0.599449394630117,0.151712501110091,0.0444036588614902,0.558746040673752,0.0129510671679346,0.180389864124804,0.0333027441461176,0.0934326988543856,0.0157262958467778,0.00832568603652941,0.204441846008111,0.0185015245256209,0.128585595453065,0.438486131257216,0.110084070927444,0.122110061869098,0.0120259909416536,0.111009147153725,0.00370030490512418,0.00185015245256209,0.0915825464018235,0.0536544211243006,1.77429620200705,0.890848405908647,1.81488203266788,0.128557838171393,0.706800059114187,0.675172254640161,0.475155316394046,2.38203266787659,0.0899904867199753,0.481909131214218,0.242640029011308,0.20194100946747,-0.567150635208711,0.038567351451418,0.224890927899969,0.432532225628853,0.273214306926577,2017
"104",51,204,727,125,59,603,10,178,19,93,14,15,197,26,137,451,116,113,14,116,4,3,99,79,1903,916,987,13,112,9,494,37,12,2,70,205,24,1,7,42,289,13,1080992,8816,758325,155631,77786,84183,0.188715550161333,0.67253041650632,0.115634528285131,0.0545794973505817,0.55782096444747,0.00925076226281045,0.164663568278026,0.0175764482993399,0.0860320890441372,0.0129510671679346,0.0138761433942157,0.182240016577366,0.0240519818833072,0.126735443000503,0.417209378052752,0.107308842248601,0.104533613569758,0.0129510671679346,0.107308842248601,0.00370030490512418,0.00277522867884314,0.0915825464018235,0.0730810218762026,1.76042005861283,0.847369823273438,1.47459165154265,0.115702054354254,0.719650969279899,0.651435730062968,0.439518667664493,1.36116152450091,0.0257115676342787,0.449781855799937,0.270332641018033,0.285093189836428,0.113430127041742,0.0899904867199753,0.269869113479962,0.381103089044935,0.154425477828065,2017
"105",52,226,669,157,40,636,10,168,16,79,16,13,150,18,116,521,132,122,20,121,5,5,106,77,1983,1033,950,19,137,11,461,35,22,2,100,203,17,-3,9,37,258,18,1080992,8816,758325,155631,77786,84183,0.209067227139516,0.61887599538202,0.145236967526124,0.0370030490512418,0.588348479914745,0.00925076226281045,0.155412806015216,0.0148012196204967,0.0730810218762026,0.0148012196204967,0.0120259909416536,0.138761433942157,0.0166513720730588,0.107308842248601,0.481964713892425,0.122110061869098,0.112859299606288,0.0185015245256209,0.111934223380007,0.00462538113140523,0.00462538113140523,0.0980580799857908,0.0712308694236405,1.83442615671531,0.95560374174832,2.1551724137931,0.141413621988533,0.880287346351305,0.607918768338114,0.415760901844791,2.49546279491833,0.0257115676342787,0.642545508285624,0.267695249398345,0.20194100946747,-0.340290381125227,0.115702054354254,0.237741838065681,0.340223518939769,0.213819892377321,2017
"106",1,221,740,172,45,701,19,194,14,103,15,5,203,32,147,551,131,121,17,147,6,6,111,83,2140,1093,1047,26,156,16,550,59,22,4,116,241,27,4,12,40,309,32,1088833,9472,759604,160670,78203,86396,0.202969601398929,0.679626719616323,0.157967291586497,0.0413286518685602,0.643808554663571,0.0174498752333921,0.178172410277793,0.0128578028035521,0.0945966920547044,0.0137762172895201,0.00459207242984002,0.186438140651505,0.0293892635509761,0.135006929437297,0.50604638176837,0.120312297661809,0.111128152802129,0.0156130462614561,0.135006929437297,0.00551048691580803,0.00551048691580803,0.101944007942448,0.0762284023353444,1.96540699997153,1.00382703316303,2.74493243243243,0.204595731621549,0.970934212983133,0.724061484668327,0.682901986203065,2.32263513513514,0.0511489329053873,0.721976722474637,0.317270577827394,0.31251446826242,0.422297297297297,0.153446798716162,0.248957490508496,0.406790906840933,0.370387517940645,2018
"107",2,211,655,163,55,623,20,169,20,91,10,6,212,25,144,470,129,133,20,153,2,1,101,80,1927,1010,917,24,145,10,503,42,26,2,118,211,17,-2,8,27,292,25,1088833,9472,759604,160670,78203,86396,0.193785456539249,0.601561488309043,0.149701561212785,0.0505127967282402,0.572172224758067,0.0183682897193601,0.155212048128593,0.0183682897193601,0.0835757182230884,0.00918414485968004,0.00551048691580803,0.194703871025217,0.0229603621492001,0.132251685979393,0.431654808404962,0.118475468689873,0.122149126633745,0.0183682897193601,0.140517416353105,0.00183682897193601,0.000918414485968004,0.0927598630827684,0.0734731588774403,1.76978471446034,0.927598630827684,2.53378378378378,0.127872332263468,0.902470903093297,0.662187139614852,0.486133617297097,2.74493243243243,0.0255744664526936,0.734424597000062,0.277776315027304,0.196768368905968,-0.211148648648649,0.102297865810775,0.168046306093235,0.384410824587548,0.289365248391129,2018
"108",3,233,652,158,57,613,21,181,22,78,22,10,189,22,135,487,126,129,16,134,5,5,118,94,1941,1020,921,20,129,15,505,46,19,8,95,220,26,1,7,34,285,20,1088833,9472,759604,160670,78203,86396,0.213990575230545,0.598806244851139,0.145109488782945,0.0523496257001762,0.562988079898387,0.0192867042053281,0.166233021960209,0.0202051186912961,0.0716363299055043,0.0202051186912961,0.00918414485968004,0.173580337847953,0.0202051186912961,0.123985955605681,0.447267854666418,0.115720225231969,0.118475468689873,0.0146946317754881,0.123067541119713,0.00459207242984002,0.00459207242984002,0.108372909344224,0.0863309616809924,1.7826425172639,0.936782775687364,2.11148648648649,0.191808498395202,0.802887906889899,0.664820090468191,0.532432057039678,2.00591216216216,0.102297865810775,0.591274039957677,0.289624593867331,0.300939858326774,0.105574324324324,0.0895106325844277,0.211613866932221,0.37519549660086,0.231492198712903,2018
"109",4,236,700,141,65,628,21,191,25,109,12,9,215,27,143,505,116,152,21,123,3,7,124,81,2009,1053,956,19,120,11,580,55,24,4,83,248,30,-5,7,37,332,25,1088833,9472,759604,160670,78203,86396,0.216745818688449,0.642890140177603,0.129496442521489,0.0596969415879203,0.576764297187907,0.0192867042053281,0.175417166819889,0.0229603621492001,0.100107178970512,0.0110209738316161,0.00826573037371204,0.197459114483121,0.0247971911211361,0.131333271493425,0.463799315413842,0.106536080372288,0.139599001867137,0.0192867042053281,0.112964981774065,0.00275524345790401,0.00642890140177603,0.113883396260033,0.0743915733634083,1.84509470230972,0.967090453724309,2.00591216216216,0.140659565489815,0.746872471525487,0.763555747468418,0.636603546460484,2.53378378378378,0.0511489329053873,0.516586792805129,0.326485905814082,0.347238298069355,-0.527871621621622,0.0895106325844277,0.230285678720358,0.437069841654336,0.289365248391129,2018
"110",5,238,652,140,51,668,17,221,33,89,15,10,223,26,146,515,122,117,23,138,5,3,127,88,2013,1051,962,29,123,15,544,39,30,7,81,231,17,-1,8,42,313,22,1088833,9472,759604,160670,78203,86396,0.218582647660385,0.598806244851139,0.128578028035521,0.0468391387843682,0.613500876626627,0.0156130462614561,0.202969601398929,0.0303076780369441,0.0817388892511524,0.0137762172895201,0.00918414485968004,0.204806430370865,0.0238787766351681,0.134088514951329,0.472983460273522,0.112046567288097,0.107454494858256,0.0211235331772641,0.126741199063585,0.00459207242984002,0.00275524345790401,0.116638639717937,0.0808204747651844,1.84876836025359,0.965253624752372,3.06165540540541,0.191808498395202,0.765544283313624,0.716162632108309,0.451409787490162,3.16722972972973,0.0895106325844277,0.504138918279704,0.304105823560697,0.196768368905968,-0.105574324324324,0.102297865810775,0.26140536503392,0.412056808547612,0.254641418584194,2018
"111",6,197,649,143,44,622,15,182,35,98,15,8,205,27,122,510,125,111,11,148,2,2,112,76,1900,1022,878,21,137,13,547,42,24,3,98,220,17,-3,10,39,327,25,1088833,9472,759604,160670,78203,86396,0.180927653735697,0.596051001393235,0.131333271493425,0.0404102373825922,0.571253810272099,0.0137762172895201,0.167151436446177,0.0321445070088801,0.0900046196248644,0.0137762172895201,0.00734731588774403,0.188274969623441,0.0247971911211361,0.112046567288097,0.468391387843682,0.114801810746001,0.101944007942448,0.010102559345648,0.135925343923265,0.00183682897193601,0.00183682897193601,0.102862422428416,0.0697995009335683,1.74498752333921,0.9386196046593,2.21706081081081,0.166234031942509,0.852679404991598,0.720112058388318,0.486133617297097,2.53378378378378,0.0383616996790404,0.609945851745814,0.289624593867331,0.196768368905968,-0.316722972972973,0.127872332263468,0.242733553245783,0.430487464520987,0.289365248391129,2018
"112",7,238,640,155,53,600,24,183,25,96,16,10,207,29,123,526,108,135,18,150,9,6,129,80,1971,1083,888,25,137,8,508,49,31,2,98,240,26,-6,6,39,268,23,1088833,9472,759604,160670,78203,86396,0.218582647660385,0.587785271019523,0.142354245325041,0.0486759677563042,0.551048691580803,0.0220419476632321,0.168069850932145,0.0229603621492001,0.0881677906529284,0.0146946317754881,0.00918414485968004,0.190111798595377,0.0266340200930721,0.112964981774065,0.48308601961917,0.0991887644845445,0.123985955605681,0.0165314607474241,0.137762172895201,0.00826573037371204,0.00551048691580803,0.118475468689873,0.0734731588774403,1.81019495184294,0.994642888303349,2.63935810810811,0.102297865810775,0.852679404991598,0.6687695167482,0.567155886846613,3.27280405405405,0.0255744664526936,0.609945851745814,0.315954102400725,0.300939858326774,-0.633445945945946,0.0767233993580809,0.242733553245783,0.352815414347476,0.266216028519839,2018
"113",8,214,653,135,54,648,18,179,28,85,17,9,201,32,120,457,106,112,23,124,5,3,96,70,1867,926,941,28,122,7,518,35,37,1,75,202,18,-9,6,47,316,17,1088833,9472,759604,160670,78203,86396,0.196540699997153,0.599724659337107,0.123985955605681,0.0495943822422722,0.595132586907267,0.0165314607474241,0.164396192988273,0.0257156056071041,0.0780652313072804,0.0156130462614561,0.00826573037371204,0.184601311679569,0.0293892635509761,0.110209738316161,0.419715420087378,0.0973519355126085,0.102862422428416,0.0211235331772641,0.113883396260033,0.00459207242984002,0.00275524345790401,0.0881677906529284,0.0642890140177603,1.71467984530226,0.850451814006372,2.95608108108108,0.0895106325844277,0.759320346050912,0.681934271014897,0.405111347747581,3.90625,0.0127872332263468,0.466795294703429,0.265928036187277,0.208342978841613,-0.950168918918919,0.0767233993580809,0.292525051347482,0.416006234827621,0.196768368905968,2018
"114",9,240,618,150,61,604,16,197,25,89,19,14,236,24,148,520,105,134,17,148,8,3,92,64,1962,1027,935,20,155,15,510,36,24,2,109,209,20,-4,13,46,301,16,1088833,9472,759604,160670,78203,86396,0.220419476632321,0.567580152328227,0.137762172895201,0.0560232836440483,0.554722349524675,0.0146946317754881,0.180927653735697,0.0229603621492001,0.0817388892511524,0.0174498752333921,0.0128578028035521,0.216745818688449,0.0220419476632321,0.135925343923265,0.477575532703362,0.0964335210266405,0.123067541119713,0.0156130462614561,0.135925343923265,0.00734731588774403,0.00275524345790401,0.0844941327090564,0.0587785271019523,1.80192922146922,0.94321167708914,2.11148648648649,0.191808498395202,0.964710275720421,0.67140246760154,0.416685957683226,2.53378378378378,0.0255744664526936,0.678409161635651,0.275143364173964,0.231492198712903,-0.422297297297297,0.166234031942509,0.28630111408477,0.396259103427575,0.185193758970323,2018
"115",10,192,635,146,51,652,16,204,26,107,22,13,196,22,116,591,129,120,14,130,7,3,105,77,1954,1101,853,16,146,12,512,37,15,5,116,240,13,1,7,30,272,24,1088833,9472,759604,160670,78203,86396,0.176335581305857,0.583193198589683,0.134088514951329,0.0468391387843682,0.598806244851139,0.0146946317754881,0.187356555137473,0.0238787766351681,0.0982703499985765,0.0202051186912961,0.0119393883175841,0.180009239249729,0.0202051186912961,0.106536080372288,0.54278296120709,0.118475468689873,0.110209738316161,0.0128578028035521,0.119393883175841,0.00642890140177603,0.00275524345790401,0.0964335210266405,0.0707179154195363,1.79458190558148,1.01117434905077,1.68918918918919,0.153446798716162,0.908694840356009,0.674035418454879,0.428260567618871,1.58361486486486,0.0639361661317341,0.721976722474637,0.315954102400725,0.150469929163387,0.105574324324324,0.0895106325844277,0.186718117881372,0.358081316054155,0.277790638455484,2018
"116",11,209,669,129,56,645,11,202,26,102,16,10,208,19,117,569,125,133,17,144,7,5,116,76,1986,1117,869,21,127,10,518,52,24,7,75,245,28,-3,3,52,273,24,1088833,9472,759604,160670,78203,86396,0.191948627567313,0.614419291112595,0.118475468689873,0.0514312112142082,0.592377343449363,0.010102559345648,0.185519726165537,0.0238787766351681,0.0936782775687364,0.0146946317754881,0.00918414485968004,0.191030213081345,0.0174498752333921,0.107454494858256,0.522577842515794,0.114801810746001,0.122149126633745,0.0156130462614561,0.132251685979393,0.00642890140177603,0.00459207242984002,0.106536080372288,0.0697995009335683,1.82397116913246,1.02586898082626,2.21706081081081,0.127872332263468,0.790440032364474,0.681934271014897,0.601879716653549,2.53378378378378,0.0895106325844277,0.466795294703429,0.322536479534073,0.324089078198065,-0.316722972972973,0.0383616996790404,0.323644737661044,0.359397791480824,0.277790638455484,2018
"117",12,211,663,150,38,642,15,185,27,87,14,8,207,21,123,561,122,113,23,130,3,5,109,81,1976,1066,910,18,124,11,496,39,20,2,81,230,26,-2,9,43,266,13,1088833,9472,759604,160670,78203,86396,0.193785456539249,0.608908804196787,0.137762172895201,0.0348997504667842,0.589622099991459,0.0137762172895201,0.169906679904081,0.0247971911211361,0.0799020602792164,0.0128578028035521,0.00734731588774403,0.190111798595377,0.0192867042053281,0.112964981774065,0.51523052662805,0.112046567288097,0.103780836914384,0.0211235331772641,0.119393883175841,0.00275524345790401,0.00459207242984002,0.100107178970512,0.0743915733634083,1.81478702427278,0.979029842041893,1.90033783783784,0.140659565489815,0.771768220576337,0.652971811628164,0.451409787490162,2.11148648648649,0.0255744664526936,0.504138918279704,0.302789348134028,0.300939858326774,-0.211148648648649,0.115085099037121,0.267629302296633,0.350182463494136,0.150469929163387,2018
"118",13,241,668,161,62,675,9,186,26,106,11,14,183,27,151,569,104,110,19,129,4,3,117,76,2066,1055,1011,13,118,12,534,51,12,2,57,228,17,1,10,61,306,34,1088833,9472,759604,160670,78203,86396,0.221337891118289,0.613500876626627,0.147864732240849,0.0569416981300163,0.619929778028403,0.00826573037371204,0.170825094390049,0.0238787766351681,0.0973519355126085,0.010102559345648,0.0128578028035521,0.168069850932145,0.0247971911211361,0.138680587381169,0.522577842515794,0.0955151065406724,0.10102559345648,0.0174498752333921,0.118475468689873,0.00367365794387202,0.00275524345790401,0.107454494858256,0.0697995009335683,1.8974443280099,0.968927282696245,1.37246621621622,0.153446798716162,0.734424597000062,0.702997877841612,0.590305106717904,1.26689189189189,0.0255744664526936,0.354764423974606,0.300156397280688,0.196768368905968,0.105574324324324,0.127872332263468,0.379660173025456,0.402841480560924,0.393536737811936,2018
